Ranking,Estreno,Pelicula,Presupuesto,TaquillaInternacional,TaquillaEEUU
882,12/25/2014,American Sniper,"$64,090,000","$605,041,938","$387,162,740"
883,10/16/2015,Goosebumps,"$64,090,000","$175,661,890","$88,539,205"
884,5/25/1988,Rambo III,"$64,090,000","$208,615,672","$59,397,648"
885,12/15/1995,Sabrina,"$64,090,000","$96,284,695","$59,113,140"
886,1/20/2012,Red Tails,"$64,090,000","$55,676,540","$55,152,300"
887,9/16/2005,Just Like Heaven,"$64,090,000","$111,304,536","$53,429,222"
888,7/6/2013,The Internship,"$64,090,000","$103,550,557","$49,398,249"
889,4/28/2000,The Flintstones in Viva Rock Vegas,"$64,090,000","$65,698,402","$38,958,139"
890,4/4/2008,Leatherheads,"$64,090,000","$45,708,841","$34,692,673"
891,3/24/2017,Life,"$64,090,000","$111,642,999","$33,421,064"
892,12/18/2009,Did You Hear About the Morgans?,"$64,090,000","$88,967,242","$32,709,069"
893,12/12/2008,"Che, El Ar the Argentine","$64,090,000","$33,294,559","$324,776"
894,5/30/2008,Sex and the City,"$63,537,500","$459,035,081","$168,794,285"
895,10/9/2010,Resident Evil: Afterlife,"$63,537,500","$327,074,123","$66,488,966"
896,6/15/2012,That's My Boy,"$63,537,500","$64,210,323","$40,837,660"
897,10/17/1997,Devil's Advocate,"$62,985,000","$169,142,057","$67,460,789"
898,2/17/2012,Ghost Rider: Spirit of Vengeance,"$62,985,000","$164,952,325","$57,250,656"
899,5/31/1996,Dragonheart,"$62,985,000","$115,369,936","$56,798,036"
900,12/11/2004,After the Sunset,"$62,985,000","$42,370,919","$31,324,682"
901,8/17/2001,Captain Corelli's Mandolin,"$62,985,000","$68,645,676","$28,228,899"
902,11/4/2003,Anger Management,"$61,880,000","$216,293,388","$149,900,578"
903,4/3/2005,The Pacifier,"$61,880,000","$218,886,705","$124,960,748"
904,2/4/2004,Walking Tall,"$61,880,000","$52,303,067","$51,102,322"
905,1/22/2016,Zhuo yao ji,"$61,880,000","$426,809,890","$36,232"
906,6/7/1994,Forrest Gump,"$60,775,000","$751,540,887","$365,074,525"
907,12/14/2007,Alvin and the Chipmunks,"$60,775,000","$400,841,734","$240,315,821"
908,11/2/2005,Hitch,"$60,775,000","$405,461,657","$196,590,276"
909,6/10/2000,Meet the Parents,"$60,775,000","$336,719,958","$183,808,325"
910,12/15/2006,The Pursuit of Happyness,"$60,775,000","$339,733,121","$179,784,387"
911,10/6/1995,Pocahontas,"$60,775,000","$383,701,695","$156,556,081"
912,12/15/1978,Superman,"$60,775,000","$331,856,090","$148,415,600"
913,6/28/1996,The Nutty Professor,"$60,775,000","$302,687,707","$142,439,966"
914,10/2/2017,Fifty Shades Darker,"$60,775,000","$416,596,514","$126,538,840"
915,11/10/2013,Captain Phillips,"$60,775,000","$243,915,535","$118,469,307"
916,7/16/1997,George Of The Jungle,"$60,775,000","$192,860,407","$116,398,004"
917,1/8/2003,American Wedding,"$60,775,000","$139,756,643","$115,392,793"
918,9/26/2014,The Equalizer,"$60,775,000","$213,245,311","$112,270,659"
919,5/26/1995,Casper,"$60,775,000","$312,068,535","$110,940,910"
920,9/4/2010,Date Night,"$60,775,000","$168,325,803","$109,153,096"
921,12/13/2002,Maid in Manhattan,"$60,775,000","$181,114,957","$103,869,118"
922,12/5/1995,Crimson Tide,"$60,775,000","$176,194,575","$101,054,132"
923,9/23/2005,Flightplan,"$60,775,000","$237,000,636","$99,196,193"
924,9/12/1994,Disclosure,"$60,775,000","$234,576,490","$91,796,425"
925,10/4/1998,City of Angels,"$60,775,000","$219,709,192","$87,081,180"
926,1/16/2015,Paddington,"$60,775,000","$286,910,074","$84,286,508"
927,4/28/2006,R.V.,"$60,775,000","$96,753,955","$79,311,514"
928,10/28/1994,Stargate,"$60,775,000","$217,293,519","$79,135,885"
929,10/10/2003,Kill Bill: Volume 1,"$60,775,000","$195,078,129","$77,513,119"
930,6/17/2011,Mr. Poppers's Penguins,"$60,775,000","$209,620,350","$75,441,235"
931,8/13/1999,Bowfinger,"$60,775,000","$109,107,660","$73,488,778"
932,4/16/2004,Kill Bill: Volume 2,"$60,775,000","$169,726,351","$73,211,394"
933,12/22/1989,Tango & Cash,"$60,775,000","$70,095,052","$70,115,977"
934,7/31/1992,Death Becomes Her,"$60,775,000","$164,737,088","$64,602,598"
935,5/26/2000,Shanghai Noon,"$60,775,000","$78,696,803","$62,954,604"
936,3/15/1996,Executive Decision,"$60,775,000","$134,952,443","$62,674,717"
937,1/11/2013,Free Birds,"$60,775,000","$122,027,389","$61,647,766"
938,5/22/1992,Alien 3,"$60,775,000","$175,213,825","$60,737,370"
939,4/18/2008,The Forbidden Kingdom,"$60,775,000","$142,686,257","$57,583,792"
940,12/22/2004,The Phantom of the Opera,"$60,775,000","$170,259,071","$56,644,461"
941,3/21/2014,Muppets Most Wanted,"$60,775,000","$87,675,783","$56,592,596"
942,12/25/1996,Evita,"$60,775,000","$167,970,009","$55,341,170"
943,8/19/2016,Kubo and the Two Strings,"$60,775,000","$82,406,424","$53,102,970"
944,9/25/1998,Ronin,"$60,775,000","$78,146,583","$46,012,483"
945,11/24/2010,Burlesque,"$60,775,000","$100,101,455","$43,612,687"
946,11/10/1996,The Ghost and the Darkness,"$60,775,000","$42,631,040","$42,643,767"
947,10/24/2008,Changeling,"$60,775,000","$125,806,378","$39,520,358"
948,7/27/2012,The Watch,"$60,775,000","$74,208,908","$37,986,860"
949,3/14/2003,The Hunted,"$60,775,000","$52,191,716","$37,855,281"
950,4/6/1999,Instinct,"$60,775,000","$37,701,601","$37,712,856"
951,12/12/2003,Stuck On You,"$60,775,000","$70,237,158","$37,411,568"
952,2/29/2008,Semi-Pro,"$60,775,000","$48,618,092","$37,021,180"
953,10/16/2015,Crimson Peak,"$60,775,000","$83,424,547","$34,379,054"
954,4/27/2012,The Pirates! Band of Misfits,"$60,775,000","$150,499,948","$34,335,714"
955,2/12/2005,Aeon Flux,"$60,775,000","$59,598,759","$28,593,245"
956,2/8/1996,Chain Reaction,"$60,775,000","$66,558,408","$23,471,512"
957,8/16/1996,The Fan,"$60,775,000","$20,542,539","$20,548,671"
958,12/10/2007,Elizabeth: The Golden Age,"$60,775,000","$82,765,999","$18,007,893"
959,12/6/2009,Imagine That,"$60,775,000","$17,823,527","$17,828,848"
960,2/21/2003,Gods and Generals,"$60,775,000","$14,286,765","$14,245,691"
961,10/1/1997,Turbulence,"$60,775,000","$12,748,905","$12,752,711"
962,1/2/2013,Bullet to the Head,"$60,775,000","$24,980,925","$10,493,663"
963,9/22/2006,All the King's Men,"$60,775,000","$10,525,496","$7,985,344"
964,7/30/2004,Thunderbirds,"$60,775,000","$31,208,450","$7,483,980"
965,11/26/2004,Un long dimanche de fianÃ§ailles,"$60,775,000","$77,115,414","$6,820,249"
966,4/5/2007,Lucky You,"$60,775,000","$7,209,556","$6,364,080"
967,7/22/1998,Lolita,"$60,775,000","$1,268,818","$1,269,197"
968,9/20/2002,Eye See You,"$60,775,000","$1,998,643","$87,535"
969,6/19/1981,Superman II,"$59,670,000","$119,593,889","$119,629,590"
970,3/22/2002,Blade 2,"$59,670,000","$170,613,606","$90,316,669"
971,7/14/2006,"You, Me and Dupree","$59,670,000","$144,152,902","$83,820,347"
972,12/19/2008,Seven Pounds,"$59,670,000","$184,187,125","$77,351,328"
973,12/25/1990,The Godfather: Part III,"$59,670,000","$73,535,119","$73,557,071"
974,10/14/2005,Elizabethtown,"$59,670,000","$56,067,731","$29,690,664"
975,1/8/2003,Gigli,"$59,670,000","$7,877,439","$6,731,482"
976,6/16/2000,Shaft,"$58,579,296","$118,493,305","$77,767,150"
977,5/8/2005,The Dukes of Hazzard,"$58,565,000","$121,431,981","$88,761,212"
978,10/16/2009,Law Abiding Citizen,"$58,565,000","$144,990,580","$81,117,507"
979,9/18/2015,Black Mass,"$58,565,000","$109,260,326","$69,194,933"
980,11/14/1997,Anastasia,"$58,565,000","$154,543,336","$64,581,322"
981,5/18/2001,Moulin Rouge,"$58,565,000","$198,107,346","$63,456,699"
982,2/11/2001,Domestic Disturbance,"$58,565,000","$59,923,252","$49,989,120"
983,10/20/2006,Flags of Our Fathers,"$58,565,000","$70,370,671","$37,156,835"
984,6/4/2007,Grindhouse,"$58,565,000","$55,480,091","$27,678,820"
985,10/16/1998,Beloved,"$58,565,000","$25,262,282","$25,269,823"
986,12/19/2012,Zero Dark Thirty,"$58,012,500","$148,807,316","$105,846,053"
987,12/25/2002,Catch Me if You Can,"$57,460,000","$393,111,607","$182,018,907"
988,7/18/2008,Mamma Mia!,"$57,460,000","$680,679,596","$159,376,141"
989,2/6/2006,The Break-Up,"$57,460,000","$227,421,252","$131,259,707"
990,12/2/2010,Valentine's Day,"$57,460,000","$240,512,014","$122,172,826"
991,11/22/1995,Casino,"$57,460,000","$122,041,680","$46,927,423"
992,5/8/2011,The Change-Up,"$57,460,000","$83,831,938","$41,003,953"
993,12/23/1998,The Thin Red Line,"$57,460,000","$108,012,452","$40,250,935"
994,12/22/1999,Man on the Moon,"$57,460,000","$52,406,770","$38,238,575"
995,5/2/2010,From Paris With Love,"$57,460,000","$58,742,693","$26,624,337"
996,4/16/2003,Bulletproof Monk,"$57,460,000","$25,437,076","$25,444,669"
997,6/23/2000,"Me, Myself & Irene","$56,355,000","$165,011,626","$100,151,599"
998,4/8/2006,Barnyard: The Original Party Animals,"$56,355,000","$131,088,510","$80,477,563"
999,11/22/2006,Deck the Halls,"$56,355,000","$51,752,534","$38,805,767"
1000,4/3/2011,The Adjustment Bureau,"$55,471,000","$140,316,233","$69,106,434"
1001,11/20/2009,The Twilight Saga: New Moon,"$55,250,000","$760,060,689","$328,000,482"
1002,5/18/2001,Shrek,"$55,250,000","$543,674,453","$295,967,558"
1003,6/29/2012,Ted,"$55,250,000","$614,648,580","$241,796,202"
1004,6/13/2014,22 Jump Street,"$55,250,000","$366,273,033","$211,999,408"
1005,6/14/1991,Robin Hood: Prince of Thieves,"$55,250,000","$431,678,225","$182,999,854"
1006,12/13/1996,Jerry Maguire,"$55,250,000","$302,893,300","$170,237,697"
1007,12/25/2015,Daddyâ€™s Home,"$55,250,000","$263,934,077","$166,261,915"
1008,12/24/1997,As Good as it Gets,"$55,250,000","$347,235,025","$164,184,015"
1009,12/25/1998,Patch Adams,"$55,250,000","$223,492,143","$149,296,851"
1010,12/25/2014,Into the Woods,"$55,250,000","$224,961,697","$141,542,463"
1011,6/17/2016,Central Intelligence,"$55,250,000","$240,100,215","$140,921,566"
1012,12/18/2013,Anchorman 2: The Legend Continues,"$55,250,000","$190,342,742","$140,824,076"
1013,10/6/2011,Super 8,"$55,250,000","$285,175,971","$140,438,681"
1014,6/28/2002,Mr. Deeds,"$55,250,000","$189,329,907","$139,652,773"
1015,3/17/2000,Erin Brockovich,"$55,250,000","$284,990,806","$138,829,225"
1016,7/2/2003,How to Lose a Guy in 10 Days,"$55,250,000","$197,754,815","$116,999,839"
1017,11/11/1994,Interview with the Vampire: The Vampire Chronicles,"$55,250,000","$247,139,496","$116,399,498"
1018,12/19/2008,Yes Man,"$55,250,000","$249,821,724","$108,024,727"
1019,2/28/2014,Non-Stop,"$55,250,000","$245,833,348","$101,446,646"
1020,12/25/1998,Stepmom,"$55,250,000","$176,590,419","$100,778,204"
1021,9/8/2013,Disney Planes,"$55,250,000","$263,162,951","$99,832,671"
1022,10/3/2006,Failure to Launch,"$55,250,000","$141,942,987","$98,099,485"
1023,3/24/2006,Inside Man,"$55,250,000","$205,390,692","$98,009,967"
1024,7/29/2011,"Crazy, Stupid, Love","$55,250,000","$162,658,486","$93,273,867"
1025,5/2/1999,Payback,"$55,250,000","$178,669,595","$90,149,954"
1026,9/6/1995,Congo,"$55,250,000","$168,053,088","$89,592,875"
1027,3/20/2009,Knowing,"$55,250,000","$206,111,503","$88,415,553"
1028,3/18/2005,The Ring Two,"$55,250,000","$179,018,482","$83,974,843"
1029,12/23/2011,We Bought a Zoo,"$55,250,000","$131,249,054","$83,624,115"
1030,9/23/2011,Moneyball,"$55,250,000","$123,037,508","$83,603,041"
1031,11/6/2004,Garfield,"$55,250,000","$230,038,120","$83,340,088"
1032,11/24/2004,Christmas with the Kranks,"$55,250,000","$106,641,863","$81,498,089"
1033,3/17/2006,V for Vendetta,"$55,250,000","$143,945,245","$77,969,692"
1034,10/3/1995,Outbreak,"$55,250,000","$74,975,569","$74,997,951"
1035,3/13/2009,Race to Witch Mountain,"$55,250,000","$116,186,977","$74,278,111"
1036,9/24/2004,The Forgotten,"$55,250,000","$129,571,886","$73,768,676"
1037,6/22/2005,Herbie: Fully Loaded,"$55,250,000","$159,307,153","$72,993,292"
1038,7/2/2003,Shanghai Knights,"$55,250,000","$97,629,845","$66,866,760"
1039,7/18/2014,Planes: Fire and Rescue,"$55,250,000","$172,891,986","$65,415,437"
1040,10/2/2006,Curious George,"$55,250,000","$78,545,101","$64,843,071"
1041,6/4/2012,American Reunion,"$55,250,000","$261,769,688","$62,762,785"
1042,1/25/2013,Hansel & Gretel: Witch Hunters,"$55,250,000","$237,616,164","$61,595,789"
1043,2/18/2011,I am Number Four,"$55,250,000","$161,611,439","$60,928,961"
1044,9/28/2001,Donâ€™t Say a Word,"$55,250,000","$115,506,683","$60,815,109"
1045,1/15/2016,13 Hours: The Secret Soldiers of Benghazi,"$55,250,000","$76,730,799","$58,444,033"
1046,8/5/2002,Unfaithful,"$55,250,000","$131,675,117","$58,332,632"
1047,11/23/2005,Syriana,"$55,250,000","$102,465,221","$56,200,848"
1048,10/9/2004,Resident Evil: Apocalypse,"$55,250,000","$138,367,777","$56,107,363"
1049,10/17/2014,The Book of Life,"$55,250,000","$107,948,898","$55,456,573"
1050,2/14/1997,Absolute Power,"$55,250,000","$55,348,013","$55,364,536"
1051,10/2/2006,Firewall,"$55,250,000","$91,477,302","$53,908,090"
1052,12/9/1997,The Game,"$55,250,000","$88,844,983","$53,371,114"
1053,8/22/1997,G.I. Jane,"$55,250,000","$53,248,594","$53,264,489"
1054,8/8/2014,Into the Storm,"$55,250,000","$173,115,895","$52,637,554"
1055,10/10/2014,The Judge,"$55,250,000","$84,146,177","$52,103,677"
1056,4/21/2006,Silent Hill,"$55,250,000","$104,690,788","$51,952,455"
1057,11/8/2000,The Replacements,"$55,250,000","$55,332,759","$49,469,345"
1058,7/29/1998,The Negotiator,"$55,250,000","$54,283,969","$49,434,742"
1059,8/19/2016,War Dogs,"$55,250,000","$91,790,513","$47,586,715"
1060,5/25/1994,Beverly Hills Cop III,"$55,250,000","$131,748,568","$47,091,699"
1061,6/15/1990,Gremlins 2: The New Batch,"$55,250,000","$45,849,751","$45,863,439"
1062,9/26/1997,The Peacemaker,"$55,250,000","$69,607,277","$45,627,955"
1063,3/10/2003,Out of Time,"$55,250,000","$61,341,228","$45,428,879"
1064,12/11/2004,Bridget Jones: The Edge Of Reason,"$55,250,000","$291,722,231","$44,455,695"
1065,11/2/2000,The Beach,"$55,250,000","$43,973,252","$43,986,379"
1066,10/6/2005,The Adventures of Sharkboy and Lavagirl in 3-D,"$55,250,000","$76,746,934","$43,321,899"
1067,2/18/1994,On Deadly Ground,"$55,250,000","$42,659,822","$42,672,557"
1068,11/25/2009,Ninja Assassin,"$55,250,000","$68,769,925","$42,155,522"
1069,5/28/2004,Raising Helen,"$55,250,000","$55,193,659","$41,450,747"
1070,5/20/2016,The Nice Guys,"$55,250,000","$63,300,016","$40,097,532"
1071,9/17/1999,For Love of the Game,"$55,250,000","$50,975,218","$38,910,894"
1072,11/12/1998,Jack Frost,"$55,250,000","$38,298,729","$38,310,162"
1073,4/6/2010,Marmaduke,"$55,250,000","$99,375,456","$37,203,734"
1074,6/28/1996,Striptease,"$55,250,000","$125,258,255","$36,612,092"
1075,10/15/2010,Hereafter,"$55,250,000","$116,345,231","$36,210,912"
1076,4/19/2002,Murder by Numbers,"$55,250,000","$62,616,300","$35,246,593"
1077,6/10/1995,Assassins,"$55,250,000","$92,090,914","$33,512,065"
1078,12/2/2016,Zoolander 2,"$55,250,000","$61,185,213","$31,900,308"
1079,1/16/2009,Defiance,"$55,250,000","$58,575,313","$31,674,861"
1080,9/2/2007,Hannibal Rising,"$55,250,000","$89,080,821","$30,596,629"
1081,7/28/2017,The Emoji Movie,"$55,250,000","$30,252,063","$30,259,904"
1082,10/15/1999,The Story of Us,"$55,250,000","$29,957,728","$29,966,671"
1083,3/29/2013,The Host,"$55,250,000","$71,276,156","$29,439,956"
1084,3/28/2003,Basic,"$55,250,000","$47,090,510","$29,412,916"
1085,3/13/2015,Run All Night,"$55,250,000","$74,022,749","$29,260,757"
1086,9/8/2002,Blood Work,"$55,250,000","$28,962,256","$28,970,902"
1087,2/13/2009,The International,"$55,250,000","$59,529,065","$28,142,684"
1088,9/8/1996,Escape from L.A.,"$55,250,000","$28,108,123","$28,116,514"
1089,2/27/2004,Twisted,"$55,250,000","$44,350,486","$27,860,182"
1090,10/12/2004,The Life Aquatic with Steve Zissou,"$55,250,000","$38,477,095","$26,546,157"
1091,4/8/1999,The Iron Giant,"$55,250,000","$34,638,079","$25,609,096"
1092,8/4/2011,Your Highness,"$55,250,000","$28,876,165","$23,880,917"
1093,9/16/2016,Snowden,"$55,250,000","$37,919,091","$23,871,047"
1094,9/30/2011,Dream House,"$55,250,000","$46,033,332","$23,555,702"
1095,6/24/2016,Free State of Jones,"$55,250,000","$25,593,447","$23,011,322"
1096,4/9/2009,Gamer,"$55,250,000","$46,431,143","$22,707,089"
1097,2/25/2005,Man of the House,"$55,250,000","$24,430,120","$21,783,541"
1098,2/21/2003,The Life of David Gale,"$55,250,000","$31,969,822","$21,777,933"
1099,2/14/2013,Beautiful Creatures,"$55,250,000","$66,639,705","$21,509,785"
1100,9/30/2005,Into the Blue,"$55,250,000","$46,409,253","$20,769,011"
1101,9/14/2007,Eastern Promises,"$55,250,000","$61,990,417","$18,998,699"
1102,1/7/1994,Baby's Day Out,"$55,250,000","$18,330,102","$18,335,574"
1103,12/11/1999,The Messenger: The Story of Joan of Arc,"$55,250,000","$15,776,205","$15,780,915"
1104,3/11/1995,Fair Game,"$55,250,000","$28,849,478","$12,713,702"
1105,2/25/2011,Drive Angry,"$55,250,000","$45,370,523","$11,855,104"
1106,7/11/1997,Mad City,"$55,250,000","$11,674,699","$11,678,185"
1107,10/13/1995,The Scarlet Letter,"$55,250,000","$11,451,363","$11,454,782"
1108,10/14/2005,Domino,"$55,250,000","$25,391,304","$11,244,900"
1109,10/13/1995,Jade,"$55,250,000","$10,847,637","$10,850,875"
1110,2/27/2009,Street Fighter: The Legend of Chun-Li,"$55,250,000","$13,635,766","$10,101,340"
1111,3/29/2002,Death to Smoochy,"$55,250,000","$9,257,107","$9,239,693"
1112,11/13/2009,The Boat That Rocked,"$55,250,000","$41,424,142","$8,865,555"
1113,1/30/2004,The Big Bounce,"$55,250,000","$7,324,839","$7,155,938"
1114,3/3/2000,What Planet Are You From?,"$55,250,000","$6,955,051","$6,957,128"
1115,4/17/2015,Child 44,"$55,250,000","$3,796,480","$1,353,840"
1116,1/23/2009,Outlander,"$55,250,000","$1,382,495","$183,563"
1117,3/15/2013,Upside Down,"$55,250,000","$29,169,552","$112,920"
1118,2/10/2015,Shanghai,"$55,250,000","$17,141,021","$51,336"
1119,12/31/2020,Hannibal the Conqueror,"$55,250,000",$0,$0
1120,2/11/2001,The One,"$54,145,000","$80,354,194","$48,550,096"
1121,6/3/2015,Chappie,"$54,145,000","$116,074,523","$34,908,665"
1122,11/7/1990,The Adventures of Ford Fairlane,"$54,145,000","$22,577,035","$22,583,775"
1123,11/16/2012,Anna Karenina,"$54,145,000","$78,492,065","$14,172,082"
1124,5/24/1989,Indiana Jones and the Last Crusade,"$53,040,000","$524,173,223","$218,028,640"
1125,10/18/2002,The Ring,"$53,040,000","$274,393,125","$142,749,590"
1126,12/27/2000,Traffic,"$53,040,000","$230,265,235","$137,235,565"
1127,3/29/2002,Panic Room,"$53,040,000","$217,009,084","$105,390,086"
1128,9/1/2015,Taken 3,"$53,040,000","$362,207,794","$98,697,969"
1129,6/8/1999,The Thomas Crown Affair,"$53,040,000","$137,412,149","$76,635,269"
1130,5/11/1999,The Bone Collector,"$53,040,000","$167,434,873","$73,521,200"
1131,1/10/1999,Three Kings,"$53,040,000","$119,114,488","$67,067,808"
1132,1/22/2010,The Tooth Fairy,"$53,040,000","$124,485,151","$66,371,410"
1133,8/17/2001,Rat Race,"$53,040,000","$95,739,955","$62,595,135"
1134,7/9/2007,3:10 to Yuma,"$53,040,000","$78,676,894","$59,277,456"
1135,8/13/2001,K-PAX,"$53,040,000","$55,620,872","$55,637,476"
1136,12/25/2001,Kate and Leopold,"$53,040,000","$78,418,167","$52,077,210"
1137,10/20/2000,Bedazzled,"$53,040,000","$99,906,397","$41,886,942"
1138,6/26/1998,Out of Sight,"$53,040,000","$85,741,541","$41,535,936"
1139,12/14/1984,The Cotton Club,"$53,040,000","$28,662,905","$28,671,461"
1140,1/25/2008,Rambo,"$52,487,500","$124,047,553","$47,276,634"
1141,7/13/2016,The Infiltrator,"$52,487,500","$20,262,515","$17,069,714"
1142,6/15/1990,Dick Tracy,"$51,935,000","$179,899,525","$114,712,208"
1143,11/11/2016,Arrival,"$51,935,000","$224,604,084","$111,181,910"
1144,6/14/1996,The Cable Guy,"$51,935,000","$113,668,776","$66,612,513"
1145,4/22/2009,Earth,"$51,935,000","$129,087,063","$35,397,761"
1146,10/19/2001,Riding in Cars with Boys,"$51,935,000","$32,921,907","$32,931,735"
1147,5/1/2007,Happily N'Ever After,"$51,935,000","$41,922,885","$17,525,543"
1148,11/27/2002,Solaris,"$51,935,000","$16,548,629","$16,553,569"
1149,6/18/2010,Jonah Hex,"$51,935,000","$12,185,039","$11,662,791"
1150,2/23/1996,Mary Reilly,"$51,935,000","$14,260,305","$6,310,790"
1151,12/23/2016,Silence,"$51,382,500","$17,852,786","$7,851,234"
1152,6/20/1997,My Best Friend's Wedding,"$50,830,000","$330,444,894","$140,227,448"
1153,7/20/2001,America's Sweethearts,"$50,830,000","$177,588,877","$103,509,493"
1154,11/22/1996,Star Trek: First Contact,"$50,830,000","$165,817,500","$101,762,598"
1155,5/24/2002,Insomnia,"$50,830,000","$125,603,992","$74,378,281"
1156,9/20/2013,Prisoners,"$50,830,000","$125,360,575","$67,455,126"
1157,12/7/1996,Courage Under Fire,"$50,830,000","$111,466,000","$65,244,762"
1158,9/17/1982,Inchon,"$50,830,000","$4,873,527","$4,874,982"
1159,3/21/1997,Liar Liar,"$49,725,000","$334,631,449","$200,600,230"
1160,11/20/1998,A Bug's Life,"$49,725,000","$401,383,720","$180,019,397"
1161,5/10/2012,Taken 2,"$49,725,000","$417,647,195","$154,648,073"
1162,5/27/1994,The Flintstones,"$49,725,000","$396,303,825","$144,338,799"
1163,10/24/2003,Scary Movie 3,"$49,725,000","$171,565,840","$121,635,891"
1164,12/22/2000,Miss Congeniality,"$49,725,000","$235,926,190","$118,105,782"
1165,11/7/2008,Journey to the Center of the Earth,"$49,725,000","$268,824,367","$112,462,658"
1166,12/17/1993,The Pelican Brief,"$49,725,000","$207,820,022","$111,427,301"
1167,11/8/2004,The Princess Diaries 2: Royal Engagement,"$49,725,000","$134,943,868","$105,214,342"
1168,12/25/2007,The Bucket List,"$49,725,000","$193,244,615","$103,353,389"
1169,7/20/1994,The Client,"$49,725,000","$130,017,735","$101,859,158"
1170,11/23/2011,The Muppets,"$49,725,000","$177,946,411","$98,000,772"
1171,5/6/1992,Patriot Games,"$49,725,000","$196,880,645","$92,097,500"
1172,5/13/2005,Monster-in-Law,"$49,725,000","$172,374,257","$91,703,774"
1173,5/10/2001,Training Day,"$49,725,000","$115,525,452","$84,327,928"
1174,7/10/2016,The Girl on the Train,"$49,725,000","$188,289,010","$83,370,322"
1175,12/24/1999,Galaxy Quest,"$49,725,000","$100,069,453","$78,978,928"
1176,4/7/2001,Scary Movie 2,"$49,725,000","$156,077,492","$78,817,145"
1177,8/21/1998,Blade,"$49,725,000","$145,076,702","$77,561,484"
1178,1/14/2005,Coach Carter,"$49,725,000","$84,749,885","$74,380,156"
1179,3/19/2010,The Bounty Hunter,"$49,725,000","$150,129,879","$74,154,965"
1180,12/4/2002,Changing Lanes,"$49,725,000","$73,833,280","$73,855,320"
1181,11/4/1997,Anaconda,"$49,725,000","$151,445,442","$72,537,959"
1182,1/20/2006,Underworld: Evolution,"$49,725,000","$125,377,665","$68,910,966"
1183,4/8/2000,Coyote Ugly,"$49,725,000","$125,928,966","$67,216,241"
1184,7/11/2003,Love Actually,"$49,725,000","$274,096,601","$65,763,256"
1185,9/8/1996,Jack,"$49,725,000","$64,798,532","$64,817,876"
1186,7/10/1994,The Specialist,"$49,725,000","$63,411,465","$63,430,395"
1187,9/12/2016,Office Christmas Party,"$49,725,000","$100,974,560","$60,560,800"
1188,8/16/1996,Tin Cup,"$49,725,000","$83,853,454","$59,551,326"
1189,11/23/2005,"Yours, Mine and Ours","$49,725,000","$79,990,270","$59,004,329"
1190,5/13/2005,Kicking and Screaming,"$49,725,000","$61,731,339","$58,432,427"
1191,4/29/2005,The Hitchhiker's Guide to the Galaxy,"$49,725,000","$113,580,802","$56,415,914"
1192,9/21/2007,Resident Evil: Extinction,"$49,725,000","$161,575,800","$56,006,296"
1193,12/25/2004,Fat Albert,"$49,725,000","$53,684,583","$53,204,114"
1194,6/7/2012,Savages,"$49,725,000","$89,093,588","$52,328,938"
1195,9/30/1994,The River Wild,"$49,725,000","$104,149,972","$51,767,091"
1196,5/23/2014,Blended,"$49,725,000","$141,487,365","$51,187,376"
1197,6/16/2017,All Eyez on Me,"$49,725,000","$60,639,720","$49,649,782"
1198,1/13/2006,Last Holiday,"$49,725,000","$47,913,792","$42,461,909"
1199,3/3/2006,16 Blocks,"$49,725,000","$72,512,149","$40,797,909"
1200,7/14/1995,The Indian in the Cupboard,"$49,725,000","$39,384,113","$39,395,870"
1201,10/9/2004,Cellular,"$49,725,000","$67,958,627","$35,388,963"
1202,7/28/2006,The Ant Bully,"$49,725,000","$54,842,367","$31,119,452"
1203,7/18/2003,Johnny English,"$49,725,000","$180,328,384","$30,976,778"
1204,12/14/1984,Dune,"$49,725,000","$30,341,807","$30,350,864"
1205,7/31/2009,Aliens in the Attic,"$49,725,000","$65,830,966","$27,866,112"
1206,9/14/2007,Across the Universe,"$49,725,000","$32,463,908","$26,918,747"
1207,12/26/2008,Revolutionary Road,"$49,725,000","$87,955,085","$25,335,056"
1208,8/29/2008,Babylon A.D.,"$49,725,000","$77,620,827","$24,916,067"
1209,4/11/1994,Frankenstein,"$49,725,000","$123,817,360","$24,334,122"
1210,4/10/1996,The Glimmer Man,"$49,725,000","$40,243,731","$22,563,265"
1211,7/17/1996,Multiplicity,"$49,725,000","$22,256,385","$22,263,029"
1212,1/19/2001,The Pledge,"$49,725,000","$32,507,009","$21,805,904"
1213,12/16/2005,The Producers: The Movie Musical,"$49,725,000","$36,427,888","$21,450,509"
1214,7/6/1996,The Phantom,"$49,725,000","$19,036,511","$19,042,194"
1215,1/7/2005,Rebound,"$49,725,000","$19,336,547","$18,587,072"
1216,2/19/2010,The Ghost Writer,"$49,725,000","$72,442,892","$17,185,534"
1217,12/22/2000,All the Pretty Horses,"$49,725,000","$20,031,049","$17,169,584"
1218,5/9/2008,Bangkok Dangerous,"$49,725,000","$51,511,906","$16,916,370"
1219,12/20/1995,Nixon,"$49,725,000","$38,324,016","$15,114,076"
1220,9/21/2012,Dredd,"$49,725,000","$45,840,365","$14,833,722"
1221,10/28/2011,The Rum Diary,"$49,725,000","$23,816,624","$14,496,571"
1222,1/30/1998,Deep Rising,"$49,725,000","$12,384,385","$12,388,082"
