Ranking,Estreno,Pelicula,Presupuesto,TaquillaInternacional,TaquillaEEUU
4520,8/10/1999,Boys Don't Cry,"$2,210,000","$22,928,138","$12,761,372"
4521,9/2/2007,Das Leben der Anderen,"$2,210,000","$89,759,276","$12,478,348"
4522,1/1/1962,Lolita,"$2,210,000","$10,225,413","$10,228,465"
4523,1/1/1940,Boom Town,"$2,210,000","$10,139,187","$10,142,214"
4524,1/1/1947,Gentleman's Agreement,"$2,210,000","$8,622,510","$8,625,084"
4525,9/25/1961,The Hustler,"$2,210,000","$8,401,420","$8,403,928"
4526,12/31/1986,Witchboard,"$2,210,000","$8,146,473","$8,148,905"
4527,11/26/2003,Les Triplettes de Belleville,"$2,210,000","$19,238,332","$8,073,618"
4528,6/26/1998,Smoke Signals,"$2,210,000","$8,574,552","$7,430,068"
4529,11/6/2010,Winter's Bone,"$2,210,000","$17,832,623","$7,222,405"
4530,10/10/2014,Meet the Mormons,"$2,210,000","$6,687,056","$6,687,053"
4531,8/15/2003,American Splendor,"$2,210,000","$9,601,532","$6,638,646"
4532,2/7/2004,Before Sunset,"$2,210,000","$12,419,236","$6,405,587"
4533,3/30/2001,Amores Perros,"$2,210,000","$23,086,034","$5,953,336"
4534,8/20/2003,Thirteen,"$2,210,000","$10,508,403","$5,087,741"
4535,1/23/2004,Touching the Void,"$2,210,000","$17,020,089","$5,079,509"
4536,8/10/2010,Inside Job,"$2,210,000","$8,621,689","$4,767,940"
4537,1/1/1938,Alexander's Ragtime Band,"$2,210,000","$4,421,800","$4,423,120"
4538,6/17/2005,Me and You and Everyone We Know,"$2,210,000","$10,629,415","$4,296,103"
4539,8/28/2015,We Are Your Friends,"$2,210,000","$11,238,236","$3,971,317"
4540,10/11/2006,Harsh Times,"$2,210,000","$6,881,762","$3,691,017"
4541,3/3/2000,Ghost Dog: The Way of the Samurai,"$2,210,000","$11,797,906","$3,682,502"
4542,9/18/2015,Captive,"$2,210,000","$3,086,387","$2,856,563"
4543,2/8/2002,Full Frontal,"$2,210,000","$3,801,426","$2,778,655"
4544,12/25/2008,Waltz with Bashir,"$2,210,000","$15,379,340","$2,525,435"
4545,6/28/2006,Strangers with Candy,"$2,210,000","$2,296,953","$2,291,889"
4546,4/10/2006,Shortbus,"$2,210,000","$2,194,641","$2,195,296"
4547,2/5/2008,Son of Rambow: A Home Movie,"$2,210,000","$12,450,974","$1,974,376"
4548,12/9/2003,"The Book of Mormon Movie, Volume 1: The Journey","$2,210,000","$1,836,003","$1,836,551"
4549,12/5/2000,Hamlet,"$2,210,000","$2,674,823","$1,744,132"
4550,7/8/2015,The Diary of a Teenage Girl,"$2,210,000","$2,520,381","$1,633,239"
4551,7/27/2007,No End In Sight,"$2,210,000","$1,584,462","$1,584,935"
4552,4/30/1999,Get Real,"$2,210,000","$1,273,933","$1,274,313"
4553,7/9/2007,In the Shadow of the Moon,"$2,210,000","$1,253,976","$1,254,350"
4554,8/4/2011,Meek's Cutoff,"$2,210,000","$2,067,112","$1,081,201"
4555,11/2/2005,Inside Deep Throat,"$2,210,000","$764,839","$765,067"
4556,9/28/2001,Dinner Rush,"$2,210,000","$1,188,916","$705,739"
4557,9/24/2010,The Virginity Hit,"$2,210,000","$703,847","$704,057"
4558,5/15/1998,Clockwatchers,"$2,210,000","$596,900","$594,852"
4559,6/11/1985,Subway,"$2,210,000","$1,838,691","$431,983"
4560,4/15/2005,House of D,"$2,210,000","$515,257","$429,631"
4561,1/18/2008,Teeth,"$2,210,000","$2,598,516","$384,345"
4562,7/26/1996,Stonewall,"$2,210,000","$336,722","$336,823"
4563,8/9/2006,Sherrybaby,"$2,210,000","$839,594","$220,245"
4564,2/13/2015,The Last Five Years,"$2,210,000","$162,832","$162,880"
4565,9/18/1998,Six-String Samurai,"$2,210,000","$148,820","$148,865"
4566,5/26/2000,Hum to Mohabbt Karega,"$2,210,000","$134,652","$134,692"
4567,4/15/2005,It's All Gone Pete Tong,"$2,210,000","$2,461,398","$133,379"
4568,1/29/2010,Saint John of Las Vegas,"$2,210,000","$113,469","$113,503"
4569,4/15/1998,24 7: Twenty Four Seven,"$2,210,000","$80,194","$80,218"
4570,9/19/2014,Pump,"$2,210,000","$79,899","$79,922"
4571,10/24/2008,Roadside Romeo,"$2,210,000","$2,261,850","$61,041"
4572,4/5/2001,Eureka,"$2,210,000","$84,737","$54,612"
4573,7/4/2015,Lost River,"$2,210,000","$50,222","$50,237"
4574,7/18/2003,This Thing of Ours,"$2,210,000","$41,153","$41,165"
4575,3/2/2017,Growing up Smith,"$2,210,000","$39,036","$39,047"
4576,3/20/2009,Super Capers,"$2,210,000","$34,219","$34,229"
4577,1/1/1993,Return of the Living Dead 3,"$2,210,000","$23,214","$23,221"
4578,11/20/2009,The Missing Person,"$2,210,000","$19,783","$19,789"
4579,10/19/2012,The First Time ,"$2,210,000","$18,860","$18,866"
4580,10/2/2006,London,"$2,210,000","$14,003","$14,007"
4581,8/27/2010,Circle,"$2,210,000","$11,081","$11,084"
4582,10/31/2008,Eden Lake,"$2,210,000","$4,747,215","$8,095"
4583,11/6/2010,Jerusalema,"$2,210,000","$11,805","$8,066"
4584,6/23/2006,Say Uncle,"$2,210,000","$5,926","$5,928"
4585,9/13/2013,Plush,"$2,210,000","$31,908","$3,406"
4586,10/26/2012,The Ghastly Love of Johnny X,"$2,210,000","$2,693","$2,694"
4587,12/29/2009,Lesbian Vampire Killers,"$2,210,000","$4,002,726",$0
4588,9/9/2011,Grave Encounters,"$2,210,000","$2,378,803",$0
4589,10/23/2015,Bone Tomahawk,"$2,210,000","$532,302",$0
4590,10/12/2004,Freeze Frame,"$2,210,000","$116,489",$0
4591,1/4/2013,Stitches,"$2,210,000","$70,257",$0
4592,12/31/2015,"To Be Frank, Sinatra at 100","$2,210,000","$1,024",$0
4593,4/28/1971,Bananas,"$2,210,000",$0,$0
4594,12/31/2009,Nine Dead,"$2,210,000",$0,$0
4595,10/14/2008,No Man's Land: The Rise of Reeker,"$2,210,000",$0,$0
4596,7/7/2007,Rockaway,"$2,210,000",$0,$0
4597,12/8/1927,Wings,"$2,210,000",$0,$0
4598,3/17/2015,The Lady from Shanghai,"$2,210,000",$0,$0
4599,3/19/2013,Straight A's,"$2,210,000",$0,$0
4600,3/30/2012,The Legend of Hellâ€™s Gate: An American Conspiracy,"$2,210,000",$0,$0
4601,12/31/2012,Highway,"$2,210,000",$0,$0
4602,8/2/2013,Small Apartments,"$2,210,000",$0,$0
4603,9/7/2013,Coffee Town,"$2,210,000",$0,$0
4604,12/31/2014,Lucky Dog,"$2,210,000",$0,$0
4605,12/31/2001,Pendulum,"$2,210,000",$0,$0
4606,9/9/2014,A Funny Thing Happened on the Way to the Forum,"$2,210,000",$0,$0
4607,12/31/2007,Slacker Uprising,"$2,210,000",$0,$0
4608,3/20/2015,The Walking Deceased,"$2,210,000",$0,$0
4609,12/31/2011,True Bromance,"$2,210,000",$0,$0
4610,8/21/2015,The Curse of Downers Grove,"$2,210,000",$0,$0
4611,12/31/2015,Wind Walkers,"$2,210,000",$0,$0
4612,8/7/2016,The Wrong Side of Right,"$2,210,000",$0,$0
4613,1/12/2015,Shark Lake,"$2,210,000",$0,$0
4614,9/24/2010,Buried,"$2,196,353","$23,513,242","$1,154,592"
4615,4/21/2015,The Marine 4,"$2,154,750",$0,$0
4616,8/5/1987,River's Edge,"$2,099,500","$5,085,070","$5,086,588"
4617,7/25/2008,Man on Wire,"$2,099,500","$6,209,387","$3,275,588"
4618,8/10/2010,Nowhere Boy,"$2,099,500","$8,606,181","$1,598,257"
4619,11/7/2003,Northfork,"$2,099,500","$1,597,530","$1,570,847"
4620,4/24/2015,Brotherly Love,"$2,099,500","$529,063","$529,221"
4621,3/6/2011,Submarine,"$2,099,500","$5,065,102","$517,065"
4622,9/4/2010,The Square,"$2,099,500","$819,063","$449,186"
4623,8/2/2013,ABCD (Any Body Can Dance),"$2,099,500","$11,206,205","$245,592"
4624,6/29/2007,Chacun sa nuit,"$2,099,500","$154,008","$20,385"
4625,7/26/2013,Stranded,"$2,099,500","$315,709",$0
4626,12/31/2015,Vaalu,"$2,099,500","$13,756",$0
4627,8/27/2010,The Last Exorcism,"$1,989,000","$77,564,894","$45,374,964"
4628,11/16/1976,Carrie,"$1,989,000","$28,607,004","$28,615,544"
4629,9/11/1984,A Nightmare on Elm Street,"$1,989,000","$28,193,964","$28,202,380"
4630,6/27/2012,Beasts of the Southern Wild,"$1,989,000","$25,718,440","$14,149,280"
4631,1/29/1964,Dr. Strangelove,"$1,989,000","$10,130,753","$10,133,777"
4632,1/1/1973,Battle for the Planet of the Apes,"$1,989,000","$9,727,960","$9,730,864"
4633,9/18/1951,A Streetcar Named Desire,"$1,989,000","$8,843,600","$8,846,240"
4634,3/8/1968,Hang 'em High,"$1,989,000","$7,517,060","$7,519,304"
4635,11/15/2002,El crimen de padre Amaro,"$1,989,000","$6,322,069","$6,323,956"
4636,6/15/2001,Songcatcher,"$1,989,000","$3,372,655","$3,373,662"
4637,8/23/2011,Higher Ground,"$1,989,000","$931,555","$930,023"
4638,4/22/2011,POM Wonderful Presents: The Greatest Movie Ever Sold,"$1,989,000","$866,378","$706,014"
4639,7/1/2005,Travellers and Magicians,"$1,989,000","$1,461,583","$560,402"
4640,1/1/1993,Ed and his Dead Mother,"$1,989,000",$744,$744
4641,12/31/2009,Deadline,"$1,989,000",$0,$0
4642,3/13/2007,Sublime,"$1,989,000",$0,$0
4643,3/2/2012,Dysfunctional Friends,"$1,989,000",$0,$0
4644,12/31/2013,Independence Daysaster,"$1,989,000",$0,$0
4645,11/3/2014,Against the Wild,"$1,989,000",$0,$0
4646,10/20/2015,Beginners Guide to Sex,"$1,989,000",$0,$0
4647,6/18/1999,Lola rennt,"$1,933,750","$25,291,805","$8,036,062"
4648,7/2/2003,May,"$1,933,750","$701,743","$160,935"
4649,8/10/2010,I Spit on Your Grave,"$1,933,750","$1,413,286","$102,894"
4650,12/31/2013,Living Dark: The Story of Ted the Caver,"$1,933,750",$0,$0
4651,11/23/2001,In the Bedroom,"$1,878,500","$46,581,309","$39,731,343"
4652,3/19/2008,La misma luna,"$1,878,500","$25,725,746","$13,921,933"
4653,1/1/1972,Conquest of the Planet of the Apes,"$1,878,500","$10,722,865","$10,726,066"
4654,2/28/2014,The Lunchbox,"$1,878,500","$13,521,312","$4,679,108"
4655,4/10/2013,Grace Unplugged,"$1,878,500","$2,771,539","$2,772,366"
4656,1/10/1999,"Happy, Texas","$1,878,500","$3,196,108","$2,254,898"
4657,6/17/2005,My Summer of Love,"$1,878,500","$5,225,877","$1,106,792"
4658,6/24/2005,Yes,"$1,878,500","$730,947","$437,928"
4659,5/8/1953,From Here to Eternity,"$1,823,250","$33,716,225","$33,726,290"
4660,1/1/1938,You Can't Take It With You,"$1,816,620","$4,421,800","$4,423,120"
4661,9/4/1999,Foolish,"$1,768,000","$6,662,445","$6,664,434"
4662,1/1/1949,She Wore a Yellow Ribbon,"$1,768,000","$5,969,430","$5,971,212"
4663,7/4/1974,The Conversation,"$1,768,000","$4,886,089","$4,887,548"
4664,10/15/2010,N-Secure,"$1,768,000","$2,869,355","$2,870,211"
4665,1/2/2008,Sukkar banat,"$1,768,000","$15,756,819","$1,172,780"
4666,12/31/1989,Out of the Dark,"$1,768,000","$463,657","$463,795"
4667,1/27/2006,Bubble,"$1,768,000","$160,713","$160,761"
4668,9/23/2005,Dil Jo Bhi Kahey...,"$1,768,000","$142,956","$142,998"
4669,1/15/1999,Mississippi Mermaid,"$1,768,000","$2,904,896","$30,735"
4670,9/26/2014,Two Night Stand,"$1,768,000","$268,009","$17,250"
4671,4/11/2005,I Love Your Work,"$1,768,000","$3,608","$3,609"
4672,12/31/1955,The Kingâ€™s Thief,"$1,742,585",$0,$0
4673,1/4/2011,Insidious,"$1,657,500","$110,402,271","$59,722,238"
4674,10/21/2016,Moonlight,"$1,657,500","$61,685,201","$30,801,426"
4675,12/9/2003,Cabin Fever,"$1,657,500","$33,552,247","$23,396,301"
4676,2/5/2007,Waitress,"$1,657,500","$24,559,985","$21,117,689"
4677,8/9/1989,Kickboxer,"$1,657,500","$16,066,258","$16,071,054"
4678,2/26/1988,Bloodsport,"$1,657,500","$13,051,074","$13,054,970"
4679,1/1/1939,Mr. Smith Goes To Washington,"$1,657,500","$9,949,050","$9,952,020"
4680,7/21/1995,Kids,"$1,657,500","$22,564,684","$8,196,280"
4681,5/10/2005,The Squid and the Whale,"$1,657,500","$12,371,559","$8,152,622"
4682,3/13/2002,Kissing Jessica Stein,"$1,657,500","$10,330,498","$7,768,903"
4683,10/31/1945,Spellbound,"$1,657,500","$7,738,150","$7,740,460"
4684,4/20/1979,Dawn of the Dead,"$1,657,500","$60,799,750","$5,639,478"
4685,9/23/1994,Exotica,"$1,657,500","$5,578,231","$5,579,896"
4686,7/26/2013,The To Do List,"$1,657,500","$4,564,213","$3,861,018"
4687,1/2/2013,The Gatekeepers,"$1,657,500","$2,865,667","$2,663,330"
4688,6/26/1998,Buffalo '66,"$1,657,500","$2,631,641","$2,632,427"
4689,2/3/1984,Repo Man,"$1,657,500","$2,542,535","$2,543,294"
4690,10/21/2016,Iâ€™m Not Ashamed,"$1,657,500","$2,302,630","$2,303,318"
4691,1/18/1985,Blood Simple,"$1,657,500","$3,018,848","$1,869,778"
4692,4/19/2002,Nueve Reinas,"$1,657,500","$13,721,828","$1,352,246"
4693,4/19/2013,The Lords of Salem,"$1,657,500","$1,703,643","$1,289,208"
4694,3/25/2005,The Ballad of Jack and Rose,"$1,657,500","$1,245,022","$787,640"
4695,4/22/2016,Unsullied,"$1,657,500","$564,837","$565,006"
4696,8/31/1994,Killing Zoe,"$1,657,500","$463,132","$463,270"
4697,5/17/2002,The Believer,"$1,657,500","$2,034,302","$448,985"
4698,7/3/2008,Snow Angels,"$1,657,500","$458,103","$445,472"
4699,10/8/2001,Session 9,"$1,657,500","$1,790,389","$418,179"
4700,11/2/2011,MOOZ-lum,"$1,657,500","$411,492","$400,557"
4701,5/9/2007,I Want Someone To Eat Cheese With,"$1,657,500","$215,085","$215,149"
4702,8/19/2011,Amigo,"$1,657,500","$204,182","$204,243"
4703,7/9/2007,Hatchet,"$1,657,500","$265,746","$193,822"
4704,10/31/2008,My Name is Bruce,"$1,657,500","$191,316","$191,373"
4705,5/2/1936,Modern Times,"$1,657,500","$182,453","$180,513"
4706,11/5/2007,The Salon,"$1,657,500","$153,750","$153,796"
4707,3/22/2002,Stolen Summer,"$1,657,500","$132,478","$132,518"
4708,6/3/2015,Road Hard,"$1,657,500","$125,103","$125,140"
4709,9/28/2005,Forty Shades of Blue,"$1,657,500","$190,766","$83,849"
4710,9/10/2009,Trucker,"$1,657,500","$57,958","$57,975"
4711,5/29/2009,Pontypool,"$1,657,500","$35,282","$4,274"
4712,9/28/2015,"Me, You and Five Bucks","$1,657,500","$2,327","$2,328"
4713,10/17/2014,Housebound,"$1,657,500","$261,840",$0
4714,4/11/2005,Wal-Mart: The High Cost of Low Price,"$1,657,500","$64,881",$0
4715,3/17/2006,Fetching Cody,"$1,657,500",$0,$0
4716,3/6/2011,The Lion of Judah,"$1,657,500",$0,$0
4717,11/11/2014,Once Upon a Time in Queens,"$1,657,500",$0,$0
4718,2/13/2015,Girlhouse,"$1,657,500",$0,$0
4719,4/17/2015,Closer to the Moon,"$1,657,500",$0,$0
4720,5/26/2015,Mutant World,"$1,657,500",$0,$0
4721,11/20/2015,#Horror,"$1,657,500",$0,$0
4722,8/9/2015,Checkmate,"$1,657,500",$0,$0
4723,12/21/1937,Snow White and the Seven Dwarfs,"$1,644,240","$204,425,877","$204,486,903"
4724,1/1/1968,Shalako,"$1,607,775","$2,896,279","$2,897,144"
4725,4/29/2005,Holy Girl,"$1,547,000","$1,394,848","$336,294"
4726,3/10/2014,La chambre bleue,"$1,547,000","$2,150,565","$287,990"
4727,9/17/2004,Incident at Loch Ness,"$1,547,000","$61,986","$40,726"
4728,5/4/2013,Eddie: The Sleepwalking Cannibal,"$1,547,000","$1,804","$1,805"
4729,12/31/2014,Kurmanjan datka,"$1,547,000",$0,$0
4730,12/31/2015,One Shot,"$1,547,000",$0,$0
4731,12/31/2014,House at the End of the Drive,"$1,547,000",$0,$0
4732,8/21/2001,Batman - The Movie,"$1,522,469",$0,$0
4733,5/3/1999,"Lock, Stock and Two Smoking Barrels","$1,491,750","$31,346,348","$4,309,854"
4734,8/19/1983,The Ballad of Gregorio Cortez,"$1,442,025","$1,004,854","$1,005,154"
4735,6/26/1936,San Francisco,"$1,436,500","$5,829,038","$3,171,377"
4736,9/10/1998,Festen,"$1,436,500","$1,821,538","$1,822,082"
4737,11/10/1996,Trees Lounge,"$1,436,500","$828,801","$829,049"
4738,5/22/2009,The Girlfriend Experience,"$1,436,500","$1,111,906","$769,446"
4739,3/23/2007,Journey from the Fall,"$1,436,500","$702,298","$702,508"
4740,5/5/2000,The Basket,"$1,436,500","$673,265","$673,466"
4741,1/30/2015,Above and Beyond,"$1,436,500","$319,200","$319,295"
4742,3/15/1985,Def-Con 4,"$1,436,500","$233,144","$233,213"
4743,9/12/2005,Neal n' Nikki,"$1,436,500","$364,380","$110,974"
4744,12/19/2003,The Hebrew Hammer,"$1,436,500","$99,726","$85,980"
4745,6/13/2014,Los insolitos peces gato,"$1,436,500","$18,409","$12,471"
4746,7/4/2006,Simon,"$1,436,500","$1,922,005","$4,484"
4747,5/24/2011,Forget Me Not,"$1,436,500","$14,885",$0
4748,12/31/2009,The 41 Year Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,"$1,436,500",$0,$0
4749,6/26/2015,The Algerian,"$1,436,500",$0,$0
4750,1/1/1940,Rebecca,"$1,423,240","$6,632,700","$6,634,680"
4751,4/30/1981,Friday the 13th Part 2,"$1,381,250","$24,013,443","$24,020,611"
4752,1/1/1945,The Lost Weekend,"$1,381,250","$12,159,950","$12,163,580"
4753,8/31/1984,C.H.U.D.,"$1,381,250","$5,195,615","$5,197,166"
4754,4/19/2013,Filly Brown,"$1,381,250","$3,250,477","$3,151,868"
4755,1/21/1953,Niagara,"$1,381,250","$2,763,625","$2,764,450"
4756,10/28/1941,How Green Was My Valley,"$1,381,250",$0,$0
4757,1/13/2015,Da Sweet Blood of Jesus,"$1,381,250",$0,$0
4758,9/26/1975,The Rocky Horror Picture Show,"$1,326,000","$155,378,494","$155,373,167"
4759,10/29/2004,Saw,"$1,326,000","$114,834,176","$61,889,099"
4760,4/8/1989,"Sex, Lies, and Videotape","$1,326,000","$40,616,076","$27,358,841"
4761,2/15/2002,Super Troopers,"$1,326,000","$25,476,358","$20,448,484"
4762,2/22/2002,Monsoon Wedding,"$1,326,000","$29,875,450","$15,344,880"
4763,10/11/2000,You Can Count on Me,"$1,326,000","$11,969,101","$10,151,364"
4764,3/7/1951,Strangers on a Train,"$1,326,000","$7,738,150","$7,740,460"
4765,3/10/1955,The Trouble With Harry,"$1,326,000","$7,738,150","$7,740,460"
4766,12/29/1967,"Il buono, il brutto, il cattivo","$1,326,000","$6,743,245","$6,745,258"
4767,4/3/2003,The Day the Earth Stood Still,"$1,326,000","$4,090,165","$4,091,386"
4768,4/19/2013,Home Run,"$1,326,000","$3,161,537","$3,162,481"
4769,10/23/1992,Reservoir Dogs,"$1,326,000","$3,130,666","$3,131,601"
4770,7/7/2000,But I'm a Cheerleader,"$1,326,000","$2,773,954","$2,438,938"
4771,12/23/1956,The Wrong Man,"$1,326,000","$2,210,900","$2,211,560"
4772,1/1/1976,The Blue Bird,"$1,326,000","$980,534","$980,827"
4773,4/13/2012,Blue Like Jazz,"$1,326,000","$657,763","$657,959"
4774,8/28/2015,Que Horas Ela Volta?,"$1,326,000","$3,369,643","$416,853"
4775,11/19/1982,Q,"$1,326,000","$281,890","$281,974"
4776,3/21/2003,Down & Out with the Dolls,"$1,326,000","$65,151","$65,170"
4777,1/6/2012,"Pink Ribbons, Inc.","$1,326,000","$29,414","$29,423"
4778,11/2/2011,Certifiably Jonathan,"$1,326,000","$8,651","$8,654"
4779,9/18/2015,La navaja de Don Juan,"$1,326,000","$4,703","$4,704"
4780,12/31/2008,Extreme Movie,"$1,326,000","$89,915",$0
4781,10/20/1936,"Charge of the Light Brigade, The","$1,326,000",$0,$0
4782,6/18/2004,Grand Theft Parsons,"$1,326,000",$0,$0
4783,8/28/2012,Below Zero,"$1,326,000",$0,$0
4784,7/9/2012,Crowsnest,"$1,326,000",$0,$0
4785,9/14/2012,Airborne,"$1,326,000",$0,$0
4786,9/9/2014,Cotton Comes to Harlem,"$1,326,000",$0,$0
4787,3/2/2015,Bleeding Hearts,"$1,326,000",$0,$0
4788,12/31/2013,The Wicked Within,"$1,326,000",$0,$0
4789,3/21/2014,Godâ€™s Not Dead,"$1,270,750","$70,502,386","$67,182,473"
4790,7/10/2005,Waiting...,"$1,243,125","$20,642,371","$17,830,197"
4791,12/5/2006,Dead Man's Shoes,"$1,243,125","$458,470","$7,086"
4792,12/25/2005,Wolf Creek,"$1,215,500","$32,063,648","$17,898,540"
4793,3/23/2012,Serbuan maut,"$1,215,500","$10,277,819","$4,539,363"
4794,4/9/1987,The Offspring,"$1,215,500","$1,498,690","$1,499,137"
4795,2/22/2002,Sex with Strangers,"$1,215,500","$273,864","$273,946"
4796,5/18/2012,Beyond the Black Rainbow,"$1,215,500","$62,448","$62,467"
4797,5/14/2003,Dracula: Pages from a Virgin's Diary,"$1,215,500","$89,952","$43,854"
4798,11/21/2014,The Sleepwalker,"$1,215,500","$2,914","$2,915"
4799,7/3/2017,Departure,"$1,215,500","$30,467",$0
4800,7/4/2009,Faith Like Potatoes,"$1,215,500",$0,$0
4801,3/23/2010,Lake Mungo,"$1,215,500",$0,$0
4802,7/4/2015,Silent Running,"$1,215,500",$0,$0
4803,12/31/2010,Dead Undead The,"$1,215,500",$0,$0
4804,12/31/2013,The Vatican Exorcisms,"$1,215,500",$0,$0
4805,11/12/2009,Rocket Singh: Salesman of the Year,"$1,182,350","$5,912,794","$182,066"
4806,1/23/1943,Casablanca,"$1,148,095","$11,565,771","$11,569,223"
4807,11/21/1976,Rocky,"$1,105,000","$248,726,250","$129,636,281"
4808,6/1/2012,The Devil Inside,"$1,105,000","$112,490,028","$58,897,099"
4809,7/10/1963,Tom Jones,"$1,105,000","$41,564,920","$41,577,328"
4810,4/17/2015,Unfriended,"$1,105,000","$69,158,554","$35,918,045"
4811,8/2/1976,Taxi Driver,"$1,105,000","$31,302,155","$31,252,189"
4812,5/24/2006,An Inconvenient Truth,"$1,105,000","$58,334,503","$26,700,342"
4813,1/2/1980,The Fog,"$1,105,000","$23,632,709","$23,639,764"
4814,5/25/2012,Chernobyl Diaries,"$1,105,000","$46,884,037","$20,036,336"
4815,10/4/1981,The Howling,"$1,105,000","$19,881,518","$19,887,453"
4816,8/5/1963,Dr. No,"$1,105,000","$65,848,379","$17,766,606"
4817,9/18/1987,Hellraiser,"$1,105,000","$16,099,774","$16,104,580"
4818,9/16/2005,Cry Wolf,"$1,105,000","$17,624,279","$11,110,517"
4819,8/18/2000,Godzilla 2000,"$1,105,000","$11,095,833","$11,099,145"
4820,12/29/2010,Blue Valentine,"$1,105,000","$18,313,150","$10,767,966"
4821,1/20/2006,Transamerica,"$1,105,000","$18,298,694","$9,968,942"
4822,1/1/1970,Beyond the Valley of the Dolls,"$1,105,000","$9,949,050","$9,952,020"
4823,1/1/1956,Love Me Tender,"$1,105,000","$9,949,050","$9,952,020"
4824,1/1/1949,Sands of Iwo Jima,"$1,105,000","$8,622,510","$8,625,084"
4825,9/25/2015,The Green Inferno,"$1,105,000","$14,295,203","$7,953,092"
4826,10/19/2012,The Sessions,"$1,105,000","$12,707,373","$6,637,390"
4827,4/4/2008,Shine a Light,"$1,105,000","$17,879,415","$6,087,614"
4828,3/23/2012,October Baby,"$1,105,000","$5,960,578","$5,922,388"
4829,12/9/2014,The Skeleton Twins,"$1,105,000","$6,408,506","$5,843,283"
4830,6/14/2013,20 Feet From Stardom,"$1,105,000","$6,513,827","$5,469,464"
4831,12/6/2009,"Food, Inc.","$1,105,000","$5,230,927","$4,884,976"
4832,8/21/1998,"Next Stop, Wonderland","$1,105,000","$3,831,161","$3,754,766"
4833,6/6/2014,Obvious Child,"$1,105,000","$3,674,593","$3,452,926"
4834,10/21/2011,Martha Marcy May Marlene,"$1,105,000","$6,012,444","$3,296,372"
4835,3/8/2005,Junebug,"$1,105,000","$3,927,944","$2,961,290"
4836,1/8/2008,Frozen River,"$1,105,000","$6,666,006","$2,777,140"
4837,11/21/2001,The Sidewalks of New York,"$1,105,000","$3,952,324","$2,656,591"
4838,4/24/1998,Two Girls and a Guy,"$1,105,000","$2,559,145","$2,274,803"
4839,9/29/2000,The Broken Hearts Club: A Romantic Comedy,"$1,105,000","$2,235,709","$1,929,429"
4840,6/28/2006,Who Killed the Electric Car?,"$1,105,000","$2,044,410","$1,856,465"
4841,9/18/2009,The Secrets of Jonathan Sperry,"$1,105,000","$1,497,972","$1,498,419"
4842,7/17/1996,Walking and Talking,"$1,105,000","$1,786,172","$1,423,670"
